"ID","NAME","CATEGORY","UNIT","PRICE","DESC"
3652, TINTA ACR DIATEX PINTA MAIS CINZA BD 15L IQUINE,10,BD,165.14,""
610,"ABRACADEIRA NYLON 150X2,50MM PTA DECORLUX",1,UN,0.18,""
3729,"ABRAÇAD  NYLON PTA 2,5X140 WURTH 1UND",1,UN,0.20,""
2349,ABRAÇAD AÇO CARB 1X11/2 (25X38) PROGERAL,1,UN,4.00,""
2517,ABRAÇAD AÇO CARB 20/40W FLOU T10/12 RED,1,UN,2.50,""
2348,ABRAÇAD AÇO CARB 5/8X3/4 (13X19) MR PROGERAL,1,UN,2.50,""
1059,ABRAÇAD AÇO CARB 5/8X3/4 16X19 RSF INCA,1,UN,2.50,""
2752,ABRAÇAD AÇO MANG 9MM 89A108 PRESOL PRESIL PAB SUPRENS,18,UN,9.50,""
3178,"ABRAÇAD AÇO TIPO U 1"" ZC INCA ",18,UN,1.50,""
2007,"ABRAÇAD AÇO TIPO U 1/2"" ZC INCA ",18,UN,1.00,""
2399,"ABRAÇAD AÇO TIPO U 11/2""  ZC INCA",1,UN,2.04,""
2008,"ABRAÇAD AÇO TIPO U 11/4"" ZC INCA ",18,UN,2.00,""
258,"ABRAÇAD AÇO TIPO U 2"" ZC INCA",1,UN,3.15,""
3592,"ABRAÇAD AÇO TIPO U 3"" ZC INCA ",18,UN,3.00,""
208,ABRAÇAD AÇO TIPO U 3/4 ZINC INCA,1,UN,1.50,""
403,ABRAÇAD AÇO/CB 1X11/2 25X38 RSF INCA,4,UN,4.09,""
3913,"ABRAÇAD BORBOLETA ZNB 16X27X0,7MM WURTH ",18,UN,3.50,""
3168,ABRAÇAD MANG 9MM 10X16 MR PROGERAL,18,UN,2.50,""
3171,ABRAÇAD MANG 9MM 13X19 MICRO CARB SUPRENS,18,UN,2.75,""
4016,ABRAÇAD MANG 9MM 44 A 57 AR PROGERAL,18,UN,4.65,""
3119,ABRAÇAD MANG AÇO 9MM 76X89MM PROGERAL,18,UN,5.00,""
4810,"ABRAÇAD NYLON 150X2,5MM PTA FERTAK",1,UN,0.15,""
4806,"ABRAÇAD NYLON 200X4,8MM BCA FERTAK",1,UN,0.40,""
4809,"ABRAÇAD NYLON 250X7,6 BCA 1319 FERTAK",1,UN,0.80,""
4814,"ABRAÇAD NYLON 280X4,8MM PTA FERTAK",1,UN,0.65,""
219,"ABRAÇAD NYLON 380MMX4,8MM FOXLUX",1,UN,0.80,""
4815,"ABRAÇAD NYLON 4,8X380 PTA 1310 FERTAK",1,UN,0.85,""
4813,"ABRAÇAD NYLON 450X4,8MM PTA FERTAK",1,UN,0.90,""
4816,"ABRAÇAD NYLON 500X4,8MM BCA FERTAK",1,UN,1.10,""
3014,"ABRAÇAD NYLON 6.6 BCA 4,8X200 WURTH 1UN",1,UN,0.55,""
3378,"ABRAÇAD NYLON 6.6 BCA W-MAX 2,5X140 WURTH",1,UN,0.20,""
3380,ABRAÇAD NYLON 6.6 BCA W-MAX WURTH 1UNID,1,UN,0.40,""
3382,"ABRAÇAD NYLON 6.6 PTA 3,5X200 WURTH 1UNID",1,UN,0.40,""
3016,"ABRAÇAD NYLON 6.6 PTA 3,6X140 WURTH 100PC",1,PCT,20.00,""
3017,"ABRAÇAD NYLON 6.6 PTA 3,6X140 WURTH 1UN",1,UN,0.30,""
3012,ABRAÇAD NYLON 6.6 PTA 4.8X200 WURTH 1UN,1,UN,0.50,""
3377,"ABRAÇAD NYLON 6.6 PTA W-MAX 2,5X100 WURTH 1UN",1,UN,0.15,""
4811,"ABRAÇAD NYLON 7,6X350 PTA FERTAK",1,UN,1.04,""
3018,"ABRAÇAD NYLON BCA 3,6X140 WURTH 100PC",1,PCT,30.00,""
3019,"ABRAÇAD NYLON BCA 3,6X140 WURTH 1UN",1,UN,0.35,""
4805,"ABRAÇAD NYLON BR 150X2,5MM BCA FERTAK",1,UN,0.15,""
4823,"ABRAÇAD NYLON BR 2,5X100 FERTAK",1,UN,0.10,""
4825,"ABRAÇAD NYLON BR 4,8X380MM FERTAK",1,UN,0.68,""
4826,"ABRAÇAD NYLON BR 4,8X450MM FERTAK",1,UN,0.90,""
3731,"ABRAÇAD NYLON PTA 3,6X280 WURTH 1UND",1,UN,0.45,""
3379,"ABRAÇAD NYLON PTA 3,6X280 WURTH 1UNID",1,UN,0.60,""
3730,"ABRAÇAD NYLON PTA 4,8X200 WURTH 1UNID",1,UN,0.55,""
3784,ABRAÇAD RSF 13A19MM 1/2X3/4 GAS INCA ,18,UN,2.50,""
4248,ABRAÇAD RSF INOX F 12X22X9 WURTH,8,UN,5.15,""
3914,ABRAÇAD RSF ZINC  20X32X9 WURTH ,18,UN,3.50,""
3915,ABRAÇAD RSF ZINCADA 25X40X9 WURTH ,8,UN,4.00,""
4159,ABRAÇAD RSF ZNB 10X16X9MM WURTH,18,UN,2.60,""
2760,ABRAÇAD TIPO BORBO 12X20MM MILLA,18,UN,2.50,""
167,ABRAÇADEIRA AÇO CARB 3/4X1 19X25 INCA,1,UN,2.70,""
3410,"ABRAÇADEIRA AÇO D CUNHA 1"" ZINC SILVANA ",18,UN,3.30,""
4407,"ABRAÇADEIRA AÇO D CUNHA 1/2"" ZINC SILVANA",18,UN,2.70,""
1566,ABRAÇADEIRA AÇO D CUNHA 3/4 ZINC SILVANA ,18,UN,2.75,""
1225,"ABRAÇADEIRA DE AÇO TIPO U  4"" ZINC INCA",18,UN,4.00,""
53,ABRAÇADEIRA DE AÇO TIPO U 3/4 INCA,1,UN,2.50,""
2682,ABRAÇADEIRA ELET 1/2 CZA ELETROMAX,2,UN,1.99,""
2683,ABRAÇADEIRA ELETRODUTO 3/4 CZ ELETROMAX,2,UN,1.99,""
2764,ABRAÇADEIRA MANG 9MM 64A76MM PROGERAL,18,UN,5.00,""
2210,"ABRAÇADEIRA NYLON 100X2,50MM BCA FERTAK",1,UN,0.15,""
1023,"ABRAÇADEIRA NYLON 100X2,5MM BCA FOXLUX",1,UN,0.10,""
1731,"ABRAÇADEIRA NYLON 100X2,5MM PTA FERTAK",1,UN,0.10,""
2844,"ABRAÇADEIRA NYLON 140X2,50MM PT FERTAK 1UN",1,UN,0.15,""
2840,"ABRAÇADEIRA NYLON 200X2,50 PTA FERTAK",1,UN,0.20,""
2845,"ABRAÇADEIRA NYLON 200X2,50MM BCA FERTAK",1,UN,0.20,""
2211,"ABRAÇADEIRA NYLON 200X3,60MM PTA FERTAK",1,UN,0.30,""
943,"ABRAÇADEIRA NYLON 200XX2,5MM PTA FOXLUX",1,UN,0.20,""
944,"ABRAÇADEIRA NYLON 300X3,6MM PTA DECORLUX",1,UN,0.40,""
2216,"ABRAÇADEIRA NYLON 300X4,80MM BCA FERTAK",1,UN,0.50,""
1402,"ABRAÇADEIRA NYLON 300X4,8MM PTA FERTAK",1,UN,0.50,""
2212,"ABRAÇADEIRA NYLON 400X3,60MM FERTAK",1,UN,1.20,""
2213,"ABRAÇADEIRA NYLON 500X7,6 PTA FERTAK",1,UN,2.00,""
2217,"ABRAÇADEIRA NYLON BCA 500X4,80MM FERTAK",1,UN,1.50,""
2214,"ABRAÇADEIRA NYLON PTA 500X4,80MM FERTAK",1,UN,1.75,""
1491,ABRAÇADEIRA PVC 88MM BG AQUAPLUV TIGRE,3,UN,15.93,""
861,ABRAÇADEIRA PVC P/CANO 20MM  BETEL,1,UN,1.50,""
485,ABRAÇADEIRA PVC P/CANO 25MM BETEL,1,UN,2.00,""
2946,ABRAÇADEIRA PVC P/CANO 32MM BETEL,18,UN,2.50,""
4247,ABRAÇADEIRA RSF INOX F 10X16X9 WURTH,8,UN,5.15,""
4237,ABRAÇADEIRA RSF INOX F 16X27X9 WURTH,18,UN,5.40,""
4461,"ABRAÇADEIRA TIPO ""D"" COM 3/4 CUNHA MONTEC",1,UN,1.40,""
209,"ABRAÇADEIRA TIPO U 1"" MONTEC",1,UN,1.00,""
4460,ABRAÇADEIRA TIPO U 11/4 MONTEC,1,UN,1.00,""
4464,"ABRAÇADERIA TIPO ""D"" COM CUNHA 1' MONTEC",1,UN,3.30,""
4463,ABRAÇADERIA TIPO U 11/2 MONTEC,1,UN,1.50,""
4226,"ACAB P/ RG DECA 1/2"" A 1"" PRIMOR DOCOL",11,UN,56.00,""
2412,ACAB REG MET 1/2A1 ASP C35 CROM DECA,11,UN,73.84,""
4225,ACABAMENTO P/RG DECA 1/2 A 1 RIVA CHROME DOCOL,11,UN,61.45,""
1220,ACABAMENTO REG METAL 1/2A1 ITAPEMA BELLA CROM DOCOL,11,UN,83.80,""
1219,ACABAMENTO REGISTRO METAL 3/4 PRIMOR BASE CROM DOCOL,11,UN,63.15,""
267,ACIDO MURIATICO 1L 33% VITORIA,15,LT,11.06,""
1627,ACIDO MURIATICO 1L BOM BRILHO,15,LT,9.00,""
2631,ACIDO MURIATICO 1L QUIMEB,15,UN,9.00,""
4413,ACIDO MUTIATICO FACILIT 1L SATURNO,15,UN,8.00,""
1125,ACINHO AÇO CARB 12D CV LEV CB TRAMONTINA,19,UN,56.84,""
1574,ACOPLAMENTO CIRC PVC 88MM STY BG AQUAPLUV TIGRE,3,UN,13.25,""
1264,ADAPT CX DAGUA SOLD PVC 50X11/2 PLASTUBOS,3,UN,25.00,""
736,ADAPT FRANGE CX DAGUA PVC 25X3/4 KRONA ,3,UN,13.00,""
1169,ADAPT FURAD DIS BORR 41/2-5-7 MAX FERR,4,UN,29.90,""
3807,ADAPT IRRIG PP 1/2 ROSC EXT PT REBOUÇAS,3,UN,1.50,""
4764,ADAPT IRRIG PP 1X3/4 ROSC EXT PT REBOUÇAS,3,UN,1.50,""
4763,ADAPT IRRIG PP 3/4 ROSC EXT PT REBOUÇAS,3,UN,1.50,""
3808,ADAPT IRRIGAÇAO PP 3/4X1/2 ROSC EXT PT REBOUÇAS,3,UN,1.50,""
2527,ADAPT SOLD 20X1/2 FRANGE FORTLEV,3,UN,11.43,""
3877,ADAPT SOLD 50X11/2 CT TIGRE,3,UN,6.00,""
2528,ADAPT SOLD FRANGE 25X3/4 FORTLEV,3,UN,11.73,""
497,ADAPT SOLD FRANGE PVC 20X1/2 CX AG ANEL KRONA,3,UN,12.50,""
2316,ADAPT SOLD FRANGE PVC 32X1 CX AG ENEL KRONA,3,UN,28.24,""
3100,ADAPT SOLD FRANGE PVC 32X1 FRANGE FORTLEV,3,UN,20.00,""
556,ADAPT SOLD FRANGE PVC 50X11/2 CX DAGUA KRONA,3,UN,24.00,""
2884,ADAPT SOLD PVC 20X1/2 CT KRONA,3,UN,1.50,""
145,ADAPT SOLD PVC 20X1/2 CURTO TIGRE,3,UN,1.50,""
34,ADAPT SOLD PVC 25X3/4 CT KRONA,3,UN,1.50,""
278,ADAPT SOLD PVC 25X3/4 CT TIGRE,3,UN,1.50,""
205,ADAPT SOLD PVC 32X1 CT KRONA,3,UN,2.91,""
1145,ADAPT SOLD PVC 32X1 CURTO TIGRE,3,UN,3.00,""
2894,ADAPT SOLD PVC 40X11/4 CT KRONA,3,UN,5.50,""
443,ADAPT SOLD PVC 50X11/2 CT KRONA,3,UN,5.99,""
1895,ADAPT SOLD PVC 60X2 CT TIGRE,3,UN,19.65,""
735,ADAPTADOR CURTO LR 25X3/4 MULTILIT,3,UN,0.70,""
170,ADAPTADOR FRANGE CX DAGUA 50X11/2 FORTLEV,3,UN,26.50,""
1263,ADAPTADOR FRANGE CX DAGUA PVC 25X3/4 PLASTUBOS,3,UN,11.39,""
965,ADES VEDA CALHA 285G CZ PULVITEC,6,UN,22.05,""
2098,ADESIVO  285G VEDA CALHA ALU TEKBOND,6,UN,22.00,""
394,ADESIVO CONTATO 200G NORCOLA,6,UN,16.26,""
900,ADESIVO CONTATO 750G NORCOLA,6,UN,36.00,""
141,ADESIVO CONTATO 750G TEKBOND,6,UN,31.18,""
3150,ADESIVO EPOX TIX 1KG A670+B330 SIKAD SIKA,6,UN,96.50,""
2976,ADESIVO EPOXI 16G ARALDITE TEKBOND ,44,UN,26.98,""
430,ADESIVO EPX 1KG A500G+B500G COMP VEDACIT,6,UN,118.48,""
1300,ADESIVO EPX TIX 1KG A500+B500G COMP VEDACIT,6,UN,122.43,""
2887,ADESIVO ESTRUTURAL  EPX TIX 1KG QUARTZOLIT,1,UN,89.90,""
1861,ADESIVO INST ULTRARAPIDO 20G ALMASUPER,6,UN,6.99,""
3469,ADESIVO INSTANTANEA 2G TEKBOND,44,UN,4.00,""
40,ADESIVO INSTANTANEO TEK COURO 20G TEK BOND,6,UN,11.00,""
245,ADESIVO INSTANTANEO UNIV 20G 793 TEK BOND,6,UN,12.35,""
1186,ADESIVO PU FIX 40 387G 280ML CZ TEKBOND,6,UN,22.83,""
2125,ADESIVO PU VEDA CALHA 387G POLYFORT CZ PULVITEC,6,UN,27.88,""
2124,ADESIVO PU40 387G POLYFORT CZ PULVITEC,6,UN,28.80,""
335,ADESIVO PVA MAD 500G UNIV CASCOREZ HENKE,1,UN,17.76,""
2888,ADESIVO PVA MADEIR 90G ALMAFLEX ALMATA,6,UN,7.02,""
4537,ADESIVO PVC 175G AQUATHERM NOVA TIGRE,3,UN,73.38,""
550,ADESIVO PVC 175G POLYTUBES,6,UN,18.00,""
3295,ADESIVO PVC 17G COLA VINIL TEKBOND,44,UN,10.00,""
4588,ADESIVO PVC 17G INF TIGRE,3,UN,6.49,""
62,ADESIVO PVC 17G POLYTUBES,3,UN,2.87,""
1472,ADESIVO PVC 75G AMANCO,3,UN,4.50,""
4642,ADESIVO PVC 75G KRONA,1,UN,7.72,""
43,ADESIVO PVC 75G POLYTUBES,3,UN,6.95,""
4572,ADESIVO PVC 75G TIGRE,3,UN,12.69,""
2762,ADESIVO PVC 850G POLYTUBES PULVITEC,3,UN,61.90,""
402,ADESIVO PVC MAD 1KG UNIV CASCOREZ HENKEL,6,UN,32.08,""
1475,ADESIVO SILICONE BLISTER 50G B TEKBOND,6,UN,11.21,""
1953,ADESIVO SILICONE ECO SELANTE 250G POLYSTIC,6,UN,24.45,""
905,"AGUARRAS 0,9L 1263 CORALRAZ CORAL",10,UN,24.73,""
1479,AGUARRAS 450ML ANJO,10,UN,19.62,""
1480,AGUARRAS 900ML ANJO,10,UN,24.00,""
3895,AGUARRAS 900ML IQUINE ,10,UN,38.50,""
4750,AGUARRAS MINERAL 5L ANJO,58,LT,110.86,""
2231,AGULHA PARA FOGAO,1,UN,2.99,""
4175,"ALAVANCA 1,50MT LISA FF",19,UN,124.00,""
3583,"ALAVANCA 7/8"" 1,50MT AZUL MAX FERR",4,UN,160.08,""
2409,ALGICIDRA CHOQUE 1L ATCLLOR,23,UN,36.01,""
1276,ALGICIDRA CHOQUE 1LT HTH,26,UN,42.75,""
3758,ALGICIDRA CHOQUE NEOSHOCK 1L NEOCLOR ,26,UN,51.50,""
1223,ALICATE ACO/CB 6 POL ELETRIC NOVE54,4,UN,38.18,""
4592,ALICATE AMPERIM 1000A DIG BAT 9V PRO DIMAX,4,UN,91.61,""
3958,ALICATE AMPERIMETRO DIGITAL FOXLUX,5,UN,92.84,""
4216,"ALICATE ANEIS CURVO EXT 7"" 4404 LOTUS",4,UN,44.00,""
1311,ALICATE AÇO CARB 10 BOMB AG CR DIMAX,4,UN,40.94,""
1312,"ALICATE AÇO CARB 10"" PRESS CR DIMAX",4,UN,47.55,""
1340,"ALICATE AÇO CARB 10"" PRESS CV NOVE54",4,UN,69.90,""
4775,"ALICATE AÇO CARB 6"" CORTE DIAG AZ DIMAX",4,UN,29.26,""
4146,"ALICATE AÇO CARB 8"" DESENCAP  FIOS DIMAX",4,UN,115.00,""
2689,"ALICATE AÇO CARB 8"" UNIV AZ DIMAX",4,UN,25.75,""
2319,"ALICATE AÇO CROMO VANADIO UNIVERSAL 8"" VOX",4,UN,28.00,""
914,ALICATE AÇO NIVELAM PISO CORTAG,4,UN,62.00,""
210,"ALICATE AÇO/CB 8"" UNIV. HOBBY PL NOVE54",4,UN,30.59,""
1187,"ALICATE BICO MEIA CANA 6"" KALA",4,UN,23.05,""
3076,"ALICATE BICO MEIA CANA 6"" TRAMONTINA",4,UN,39.90,""
1188,"ALICATE CORTE DIAGONAL 6"" KALA",4,UN,24.31,""
3734,"ALICATE CORTE DIAGONAL 6"" TRAMONTINA ",4,UN,39.00,""
1696,ALICATE CRIMPAR RJ 45 RJ12 RJ11 4P WORKER,4,UN,88.71,""
4442,"ALICATE DESENCAPADOR 7"" POLEGADAS AZUL E AMARELO DIMAX ",4,UN,53.16,""
2028,"ALICATE DESENCAPADOR DE FIOS 0,2MM A 6,0MM FERTAK",4,UN,37.00,""
1318,ALICATE NIVELADOR DE PISO 1035 FERTAK,4,UN,55.46,""
3586,"ALICATE PRESSAO 10"" FERTAK",4,UN,39.90,""
893,"ALICATE REBITADOR 10"" 1009 FERTAK",4,UN,34.50,""
3339,ALICATE REBITADOR 4 PONTAS CROMO MOLIBO IRWIN,4,UN,75.00,""
1270,ALICATE REBITADOR 4 PONTAS KALA ,4,UN,31.32,""
1407,"ALICATE REBITADOR MANUAL 10"" 4PTS FAMASTIL",4,UN,35.55,""
827,ALICATE REBITADOR MANUAL 4 PONTAS KAEF,4,UN,32.00,""
2504,"ALICATE UNIV 8""1000V AÇO CARB VOX",4,UN,29.99,""
695,ALICATE UNIV 8'' FOXLUX,4,UN,33.37,""
3795,"ALICATE UNIV SATA 8"" BELZER SATA ",4,UN,87.00,""
1045,"ALICATE UNIVERSAL 8"" TRAMONTINA",4,UN,42.00,""
4176,"ALVANCA 1,50MT FRISADA FF",19,UN,108.50,""
4042,ANCINHO 12 DENTES FAMASTIL,15,UN,33.15,""
1175,ANCINHO AÇO CARB 14D CV CB DIMAX,4,UN,27.82,""
3487,ANCINHO AÇO CARB 16D CV LEV TRAMONTINA ,1,UN,45.00,""
681,ANCINHO AÇO/CB 16D CV CABO MAX,4,UN,36.00,""
3228,ANCINHO LEVE 12 DENTES C/CABO COLLINS,15,UN,25.00,""
667,ANEL ESG BORR 100 MM KRONA,9,UN,3.47,""
3117,ANEL ESG BORR 50MM FORTLEV ,9,UN,1.99,""
283,ANEL ESG BORR 50MM KRONA,9,UN,2.50,""
1991,ANEL ESG BORR 75MM KRONA,9,UN,2.50,""
1460,ANEL ESG BORRACHA 100MM AMANCO,9,UN,2.50,""
1461,ANEL ESG BORRACHA 50MM AMANCO,9,UN,1.50,""
3579,ANEL ESG BORRACHA 75MM AMANCO,9,UN,3.25,""
1715,ANEL VED BAC SANIT GUIA AZ DIMAR ,9,UN,9.99,""
1868,ANEL VED BAC SANIT GUIA PULVITEC,9,UN,10.00,""
3492,ANEL VED BACIA C/GUIA DIMAR,9,UN,9.99,""
200,ANEL VED BACIA SANIT BLUKIT,1,UN,8.53,""
3395,ANEL VED BACIA SANIT C/GUIA BLUKIT ,9,UN,10.00,""
1009,ANEL VEDAÇAO BACIA SANITARIO PULVITEC,9,UN,9.11,""
3350,ANEL VEDAÇÃO ESG 75MM PLASTUBOS ,9,UN,1.50,""
3349,ANEL VEDAÇÃO ESGOTO 50MM PLASTUBOS ,9,UN,2.06,""
2732,ANTICORROSIVO DESENGRIP 300ML CHEMICOLOR,16,UN,11.98,""
2758,ANTIRESPIN SPRAY P/SOLD C/SILIC 400ML UNIPEG,1,UN,27.00,""
2346,ANTIRESPINGO SOLDA C/ SILICONE 400ML DELTAPLUS,1,UN,29.19,""
4416,ANTIRESPINGO SOLDA S/ SILICONE 400ML DELTAPLUS,1,UN,29.90,""
3309,ANTIRESPINGO SOLDA S/ SILICONE 400ML UNIPEGA,1,UN,29.90,""
1534,ANTIRRESPINGO SPRAY P/ SOLDA C/ SILICONE 400ML MUNDIAL PRIME,1,UN,32.00,""
4297,APLIC SILIC ALU PRO+DIMAX ,4,UN,72.01,""
1523,"APLICADOR DE SILICONE 9"" FERTAK",4,UN,20.64,""
3681,"APLICADOR DE SILICONE 9"" PROFESSIONAL GUEPAR",4,UN,120.00,""
1910,ARAME 18 RECOZIDO TORCIDO 1KG MULTILIT,1,RL,28.00,""
1315,ARAME AÇO GALV BWG18 1KG DIMAX,19,RL,30.57,""
3833,ARAME AÇO GALV BWG20 1KG DIMAX,19,KG,28.00,""
4043,ARAME FARPADO 100MT FIO 16 GSP RANCHO,55,RL,125.50,""
4703,ARAME FARPADO 100MT GIR ROLO GERDAU,48,RL,119.74,""
3748,ARAME FARPADO AÇO GALV GIR 500MT GERDAU,1,RL,422.00,""
4349,ARAME FARPADO RANCHO 500MT FIO 16 GSP RANCHO ,48,RL,399.00,""
3071,ARAME GALV 18 1KG MILLA,19,KG,29.90,""
2508,ARAME GALV 18 BWG RAYCO,19,KG,30.00,""
3735,ARAME GALV 18 ROLO 10MT BARTOFIL ,1,RL,7.50,""
3634,ARAME GALV 20 ROLO 10MT BARTOFIL ,1,RL,7.50,""
3635,ARAME GALV 22 ROLO 10MT BARTOFIL ,1,RL,6.50,""
2789,ARAME GALV REVEST C/PVC BWG16 VDE VONDER,1,KG,33.50,""
1048,ARAME GALVANIZADO BELGO BWG 18 BELGO ,19,UN,38.91,""
1987,ARAME GSP RECOZIDO 18 1KG BWG ,19,RL,19.90,""
3819,ARAME RECOZIDO 18 1KG VONDER,19,KG,19.99,""
519,ARAME RECOZIDO 18 GERDAU 1KG,19,KG,30.45,""
2697,"ARAME RECOZIDO BWG 18 TORCIDO 1,24MM BELGO",1,KG,22.00,""
2451,ARAME RECOZIDO BWG18 LISO 1KG VOX,1,UN,19.90,""
2183,ARANDELA TARTARUGA LED 5W6500K BRANCA AVANT ,21,UN,29.00,""
1106,"ARCO DE SERRA AÇO 12"" CB PP TRAMONTINA",4,UN,39.60,""
2314,"ARCO DE SERRA AÇO 12"" FIXO MAX FERR",4,UN,19.99,""
1173,"ARCO DE SERRA AÇO 12"" REGUL DIMAX",4,UN,19.90,""
1102,"ARCO DE SERRRA FIXO 12"" STARRET",4,UN,62.50,""
3213,"ARCO SERRA 12"" FIXO DIMAX",4,UN,27.00,""
3719,"ARCO SERRA AÇO 12"" FIXO ECO DIMAX",4,UN,24.75,""
4517,"ARCO SERRA FIXO 12"" HOBBY 1505 FERTEK",4,UN,21.15,""
1277,"AREIA 0,8MM SACO 25KG G1000",26,SC,54.25,""
263,AREIA GROSSA SC 20KG GMIX,19,SC,6.00,""
1923,AREIA LAVADA METRO,1,MT,100.00,""
69,ARGAMASSA AC1 CIMENTOCOLA INT CZA SC 20KG QUARTZOLIT ,7,SC,22.50,""
941,ARGAMASSA AC1 SC 20KG DOMESTRE,7,SC,16.50,""
942,ARGAMASSA AC2 CIMENTOCOLA EXT CZA SC 20KG QUARTZOLIT,7,SC,43.06,""
2765,ARGAMASSA AC2 VAR/QUINTAIS 20KG QUARTZOLIT,7,SC,40.00,""
1707,ARGAMASSA AC3 20KG QUARTZOLIT,7,SC,55.21,""
1347,ARGAMASSA COLANTE AC2 20KG DOMESTRE,7,SC,32.00,""
1502,ARGAMASSA COLANTE AC3 20KG DO MESTRE,7,SC,41.00,""
640,ARM BAN PLAST 36X31X 9CM BEM/SOB CZCL DUDA,1,UN,60.00,""
65,ARMADOR REDE ACO CHUMB 200 ZINCADO SILVANA,1,UN,6.00,""
2986,ARMADOR REDE AÇO CHUMB BT NIQ METALVI,18,PAR,31.39,""
4289,ARMADOR REDE AÇO EMB 2PC ZLO ALIANÇA,18,PAR,92.50,""
305,ARMADOR REDE AÇO PARAF CT2 ZC SILVANA,4,UN,23.67,""
3207,ARMADOR REDE INOX EMB 2PC IP ALIANÇA,1,PAR,75.89,""
1471,ARMADOR REDE PARAFUSAR ZINC SILVANA UN,1,UN,10.61,""
1342,"ARMARIO BANH PLAST 30X37X9,5 COB/EMB BR ATLAS",11,UN,50.18,""
2749,ARO P/PNEU CARRO DE MAO FERTAK,1,UN,43.87,""
2322,ARRUELA LISA 1/2 ZINCADA,8,UN,1.00,""
2190,ARRUELA LISA 1/4 ZINCADA,8,UN,0.25,""
1365,ARRUELA LISA 3/16 ZINC,8,UN,0.28,""
252,ARRUELA LISA 3/8 ZINCADA,8,UN,0.50,""
1366,ARRUELA LISA 5/16 ZINCADA,8,UN,0.36,""
1364,ARRUELA LISA 5/32 ZINCACA,8,UN,0.20,""
3030,ARRUELA LISA BC 1/4 WURTH,8,UN,0.35,""
3080,ARRUELA LISA INOX 1/2,8,UN,1.75,""
1355,ARRUELA LISA INOX 1/4 CISER,8,UN,0.50,""
1354,ARRUELA LISA INOX 3/16 CISER,8,UN,0.35,""
2235,ARRUELA LISA INOX 3/4,8,UN,3.52,""
2476,ARRUELA LISA INOX 3/8,8,UN,1.00,""
2193,ARRUELA LISA INOX 5/16,8,UN,1.00,""
1353,ARRUELA LISA INOX 5/32 CISER,8,UN,0.22,""
414,ARRUELA LS AÇO 1/4 ZC JOMARCA,8,UN,0.16,""
557,"ARRUELA ZAMAC 1"" ELETRODUTO INCA ",2,UN,2.22,""
558,ARRUELA ZAMAC 11/4 ELETRODUTO INCA,2,UN,2.72,""
1590,ARRUELA ZAMAC 3/4 PARA ELETRODUTO INCA,2,UN,1.14,""
1210,ASPIRADOR ASA DELTA BRISTEC,26,UN,69.00,""
3351,ASPIRADOR ASA DELTA NETUNO ,26,UN,75.50,""
1552,ASSENTO ALMOF UNIV DUDA ,11,UN,50.00,""
1143,ASSENTO PLAST ALMOFADADO CLAS BR ATLAS,11,UN,65.42,""
623,ASSENTO PLAST BR GRANPLAST,11,UN,28.00,""
2398,ASSENTO PLAST CZ CL GRANPLAST,1,UN,27.30,""
1332,ASSENTO PLAST CZ GRANPLAST,11,UN,23.86,""
1171,ASSENTO PLAST THEMA ALMOFADADO 2395 BR HERC,11,UN,140.00,""
680,ASSENTO PLAST UNIV ALMOF 2385BR HERC,11,UN,63.97,""
2564,ASSENTO PLAST UNIV BG/CL TIGRE,11,UN,36.54,""
3313,ASSENTO PLAST UNIV ECON IVL 3175 BR HERC,1,UN,28.50,""
207,ASSENTO PLAST UNIV MAX BR TIGRE,11,UN,44.00,""
120,ASSENTO PLASTICO ALMOF SUAVIT BR TIGRE,11,UN,127.90,""
1547,ASSENTO PLASTICO PREMIER BRANCO  KRONA,11,UN,29.90,""
2800,ASSENTO PP LIKE/ART ORIGINAL BR CELITE,11,UN,64.00,""
4601,ASSENTO SAN ALMOF FLORAL BR DUDA,1,UN,65.15,""
3364,ASSENTO SANIT ALMOF BCO GRANPLAST,11,UN,59.90,""
3363,ASSENTO SANIT HYGIENIC BCO GRANPLAST,11,UN,35.00,""
2706,ASSENTO SANIT PVC ENVOLV BCO HERC,11,UN,32.00,""
4846,AÇICATE REBITADOR ALAVANCA RA450 VONDER,4,UN,137.50,""
4685,BACIA ACOP IZY BR DECA ,11,UN,208.18,""
1387,BACIA ACOPLADA 6L SAVEIRO BRANCA CELITE,11,UN,238.53,""
1840,BACIA ACOPLADA BCA EVORA,11,UN,175.00,""
1806,BACIA ACOPLADA GARDENIA BCA MARI ,11,UN,210.00,""
1385,BACIA ACOPLADA SAVEIRO CZ ESCURO CELITE,11,UN,217.00,""
198,BACIA CX ACOP ATLANT BR GL A BELIZE,11,UN,215.30,""
907,BACIA CX ACOP BR ARIES CELITE ,11,UN,224.00,""
2650,BACIA SANIT CONVEN BCA GARD MARI,11,UN,210.00,""
4065,BALANÃ PEIXEIRO DIGIT 50KG BARTOFIL,56,UN,39.90,""
2066,BALANÇA DIGITAL PARA COZINHA 10KG DUTE,1,PAR,35.00,""
4064,BALANÇA ELETRONICA 5KG COZ BARTOFIL,56,UN,39.90,""
2065,BALANÇA MANUAL DIGITAL KAPBOM,1,UN,25.00,""
567,BALCAO INOX 100X53X11 1CB/RT/ES/430 FORMINOX,1,UN,205.05,""
566,BALCAO INOX 120X52X12 1CB/RT/ES TRAMONTINA,11,UN,230.18,""
